75
3196
0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 11 12 14 16 18 20 22 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 11 12 15 16 18 20 22 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 19 20 22 24 26 28 30 33 35 37 39 41 43 46 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 33 35 37 39 41 43 45 47 50 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 33 35 37 39 41 43 45 47 50 51 53 55 57 59 62 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 19 20 22 24 26 28 30 33 35 37 39 41 43 46 47 50 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 11 12 14 16 18 20 23 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 18 20 23 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 64 65 67 69 71 73
0 2 4 6 8 10 12 15 16 18 20 23 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 11 12 15 16 18 20 23 24 26 28 30 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 19 20 23 24 26 28 30 33 35 37 39 41 43 46 47 49 51 53 55 57 59 61 63 65 67 69 71 73
0 2 4 6 8 10 12 14 16 19 20 23 24 26 28 30 33 35 37 39 41 43 46 47 49 51 53 55 57 59 61 64 65 67 69 71 73
0 2 4 6 8 10 12 14 16 19 20 23 24 26 28 30 33 35 37 39 42 43 46 47 49 51 53 55 57 59 61 64 65 67 69 71 73
0 2 4 6 8 11 12 14 16 19 20 23 24 26 28 30 33 35 37 39 41 43 46 47 49 51 53 55 57 59 61 64 65 67 69 71 73
0 2 4 6 8 11 12 14 16 18 20 23 24 26 28 30 33 35 37 39 41 43 45 47 50 51 53 55 57 59 61 63 65 67 69 71 73
